SPX_Equities,RMZ_REITs,LUATTRUU_Fixed_Income,XAU_Gold,cash
0.10000000000000013,0.5999999999999985,0.10000000000000249,0.1,0.1
0.10000000000000013,0.5999999999999985,0.10000000000000249,0.1,0.1
0.10000000000000013,0.5999999999999985,0.10000000000000249,0.1,0.1
0.100000000000001,0.6000000000000034,0.1,0.10000000000000298,0.1
0.1,0.5999999999999954,0.10000000000000864,0.1,0.10000000000000636
0.10000000000000228,0.6000000000000023,0.1,0.10000000000000209,0.1
0.10000000000000037,0.6000000000000016,0.1,0.10000000000000178,0.1
0.10000000000000074,0.5999999999999988,0.1,0.10000000000000049,0.10000000000000031
0.1,0.5999999999999996,0.10000000000000006,0.1,0.10000000000000067
0.1,0.5999999999999996,0.10000000000000006,0.1,0.10000000000000067
0.1,0.6000000000000003,0.1,0.10000000000000003,0.1000000000000002
0.10000000000000052,0.5999999999999999,0.1,0.1,0.10000000000000041
0.10000000000000253,0.6000000000000046,0.1,0.10000000000000672,0.1
0.1000000000000004,0.5999999999999996,0.10000000000000038,0.1,0.1
0.100000000000002,0.6000000000000063,0.1,0.10000000000000137,0.1
0.100000000000002,0.6000000000000063,0.1,0.10000000000000137,0.1
0.10000000000000112,0.6000000000000028,0.1,0.1,0.1
0.1,0.5999999999999979,0.10000000000000094,0.10000000000000049,0.10000000000000132
0.10000000000000134,0.1,0.10000000000000442,0.6000000000000001,0.1
0.10000000000000575,0.10000000000001039,0.1,0.6000000000000143,0.1
0.1,0.1,0.1000000000000203,0.5999999999999844,0.1000000000000136
0.10000000000000671,0.10000000000001934,0.1,0.6000000000000374,0.1
0.10000000000000671,0.10000000000001934,0.1,0.6000000000000374,0.1
0.10000000000000671,0.10000000000001934,0.1,0.6000000000000374,0.1
0.1,0.1,0.10000000000003133,0.5999999999999737,0.10000000000001753
0.1,0.1,0.1,0.6000000000000003,0.10000000000000103
0.10000000000000286,0.1,0.10000000000000264,0.5999999999999974,0.1
0.1,0.1,0.10000000000003711,0.5999999999999652,0.10000000000002643
0.10000000000000672,0.10000000000001333,0.1,0.6000000000000227,0.1
0.10000000000000195,0.10000000000000016,0.10000000000000744,0.5999999999999893,0.1000000000000012
0.10000000000000672,0.10000000000001333,0.1,0.6000000000000227,0.1
0.10000000000000216,0.10000000000001087,0.1,0.600000000000018,0.1
0.1,0.5999999999999973,0.10000000000000075,0.10000000000000285,0.10000000000000002
0.10000000000000282,0.10000000000000318,0.10000000000000064,0.5999999999999933,0.10000000000000005
0.10000000000000055,0.1,0.10000000000000006,0.6000000000000046,0.1
0.1,0.3890590578317651,0.1,0.3109409421682384,0.10000000000000128
0.1000000000000095,0.38905904293064186,0.1,0.3109409570694368,0.1
0.1,0.3890590429305778,0.10000000000002804,0.31094095706937214,0.1000000000000271
0.1,0.5999999999999999,0.10000000000000056,0.10000000000000063,0.1
0.10000000000000234,0.10000000000000037,0.1,0.5999999999999974,0.10000000000000106
0.10000000000000468,0.1,0.10000000000000377,0.5999999999999941,0.10000000000000063
0.1,0.1,0.1,0.600000000000009,0.1
0.1,0.1,0.10000000000002285,0.5999999999999688,0.10000000000001616
0.1,0.10000000000000207,0.1,0.6000000000000263,0.1
0.1,0.1,0.10000000000002203,0.5999999999999714,0.10000000000002333
0.1,0.1,0.10000000000000761,0.5999999999999885,0.10000000000001069
0.10000000000000114,0.10000000000001048,0.1,0.6000000000000161,0.1
0.10000000000000264,0.10000000000000302,0.1,0.6000000000000089,0.1
0.1,0.1,0.10000000000001683,0.5999999999999726,0.1000000000000168
0.1,0.10000000000000199,0.1,0.6000000000000023,0.1
0.1,0.10000000000000199,0.1,0.6000000000000023,0.1
0.1,0.10000000000000199,0.1,0.6000000000000023,0.1
0.1,0.1,0.10000000000001487,0.5999999999999786,0.10000000000001395
0.1,0.1,0.10000000000000972,0.5999999999999872,0.10000000000000703
0.1,0.1,0.10000000000001757,0.5999999999999848,0.10000000000001044
0.10000000000001791,0.10000000000001398,0.1,0.6000000000000452,0.1
0.1,0.1,0.10000000000004047,0.5999999999999597,0.10000000000003068
0.10000000000000445,0.10000000000000345,0.1,0.6000000000000085,0.1
0.10000000000002188,0.10000000000001677,0.1,0.6000000000000438,0.1
0.10000000000001333,0.10000000000001427,0.1,0.6000000000000301,0.1
0.1,0.1,0.10000000000006193,0.599999999999947,0.1000000000000468
0.10000000000000518,0.10000000000000515,0.1,0.6000000000000131,0.1
0.1,0.1,0.10000000000002053,0.599999999999982,0.10000000000001384
0.1,0.1,0.10000000000000682,0.5999999999999936,0.10000000000000324
0.1,0.1,0.10000000000000682,0.5999999999999936,0.10000000000000324
0.1,0.1,0.10000000000000682,0.5999999999999936,0.10000000000000324
0.1,0.1,0.10000000000001041,0.5999999999999883,0.10000000000000639
0.10000000000000012,0.1,0.10000000000000259,0.5999999999999974,0.10000000000000123
0.1,0.1,0.10000000000002643,0.5999999999999741,0.10000000000002018
0.1,0.1,0.1,0.6000000000000048,0.1
0.1,0.1,0.1000000000000067,0.5999999999999925,0.100000000000004
0.1,0.1,0.1000000000000067,0.5999999999999925,0.100000000000004
0.1,0.1,0.1000000000000067,0.5999999999999925,0.100000000000004
0.10000000000000189,0.10000000000000202,0.1,0.6000000000000072,0.1
0.1,0.1,0.10000000000001667,0.5999999999999817,0.10000000000001576
0.1,0.1,0.10000000000001051,0.5999999999999928,0.10000000000000826
0.10000000000000384,0.10000000000000078,0.1,0.6000000000000069,0.1
0.1,0.1,0.10000000000000236,0.6000000000000008,0.1
0.1,0.1,0.10000000000000236,0.6000000000000008,0.1
0.1000000000000044,0.1000000000000037,0.1,0.6000000000000077,0.1
0.10000000000000062,0.1,0.1,0.6000000000000021,0.1
0.1,0.1,0.10000000000000499,0.599999999999992,0.10000000000000674
0.10000000000000278,0.1000000000000049,0.1,0.600000000000007,0.1
0.1,0.1,0.10000000000001485,0.5999999999999872,0.10000000000000994
0.1,0.10000000000000009,0.10000000000000431,0.5999999999999944,0.1000000000000025
0.1,0.10000000000000009,0.10000000000000431,0.5999999999999944,0.1000000000000025
0.1,0.1,0.1000000000000026,0.5999999999999992,0.10000000000000346
0.1,0.1,0.10000000000000563,0.5999999999999946,0.10000000000000515
0.1,0.5999999999999995,0.1,0.1000000000000007,0.1
0.1,0.600000000000017,0.1,0.1,0.1
