SPX_Equities,RMZ_REITs,LUATTRUU_Fixed_Income,XAU_Gold,cash
0.1455788014381825,0.12656720665656745,0.606701895936892,0.12115209596835803,0.0
0.14559547904781686,0.12658170628456464,0.6067714001317671,0.12105141453585139,0.0
0.14722952476099918,0.1323603991564201,0.603451706838393,0.11695836924418784,0.0
0.15050018314045577,0.1277572565020473,0.6031215586594293,0.11862100169806769,0.0
0.14940555327900054,0.12558703880285893,0.6077286228380179,0.11727878508012272,0.0
0.14621001948216222,0.1240254693638949,0.6136375477899423,0.11612696336400065,0.0
0.15406077049695058,0.13007846699990352,0.6004187717672121,0.11544199073593359,0.0
0.15456127739876613,0.1315458698163101,0.604213235777717,0.10967961700720663,0.0
0.15454059347420987,0.13129649417071218,0.6044407557913652,0.10972215656371276,0.0
0.15355257590915478,0.12953097364612415,0.609008617340191,0.10790783310453006,0.0
0.16004198721854518,0.1363012452689359,0.590245670680132,0.11341109683238698,0.0
0.16197460353857965,0.13574280455586915,0.5842084535555409,0.11807413835001034,0.0
0.16349425524588626,0.13238906146449858,0.5605991150724382,0.14351756821717696,0.0
0.1624729586706157,0.13566425089509454,0.5587880648664129,0.14307472556787693,0.0
0.15746718706728036,0.1339589905764676,0.5599866171996516,0.14858720515660043,0.0
0.1574892430599128,0.1339777538411466,0.5600650529736896,0.14846795012525105,0.0
0.15797737228715886,0.13306830016659388,0.5606798816586167,0.14827444588763056,0.0
0.16306654468869972,0.1357720773833637,0.5533935073870611,0.14776787054087553,0.0
0.19678764439646598,0.15393286090975875,0.5137596222013325,0.13551987249244268,0.0
0.19724415916659974,0.1524267379512348,0.5148760050340244,0.13545309784814116,0.0
0.19895611822398987,0.15793285159914777,0.5079762387877844,0.13513479138907802,0.0
0.19583937547500757,0.15080014210762374,0.524931040435741,0.12842944198162765,0.0
0.19745856868304013,0.15166983765097122,0.5222297818342336,0.1286418118317551,0.0
0.19793043432788923,0.15038235461155225,0.5247403522584483,0.12694685880211024,0.0
0.20097336371841412,0.15108344705717275,0.5335022012652775,0.1144409879591356,0.0
0.1994864249242519,0.15367266092986812,0.5269986915187721,0.11984222262710784,0.0
0.19822989423293083,0.15137047924694166,0.5284109276537544,0.12198869886637313,0.0
0.20711661018395186,0.1511468215759142,0.5183924457787131,0.12334412246142085,0.0
0.20935249668541206,0.15147395953835713,0.5154679842711363,0.12370555950509454,0.0
0.21443732290346154,0.1489620328016518,0.5107839606947612,0.1258166836001255,0.0
0.2159923263958527,0.14954140690461287,0.5071725971486698,0.1272936695508646,0.0
0.21310368008588368,0.150500433214271,0.5051807417987705,0.13121514490107478,0.0
0.23093852377474552,0.13755810518167425,0.4962654828741052,0.1352378881694751,0.0
0.21843153539966287,0.17392978646717763,0.4784351318959744,0.12920354623718502,0.0
0.21705007883127367,0.17799621769178067,0.47587941639945586,0.12907428707748975,0.0
0.21671977834220377,0.1808184912050588,0.4741608005487003,0.12830092990403724,0.0
0.22017010968771136,0.18050211891465237,0.46984721231151716,0.12948055908611913,0.0
0.22521980950220338,0.18325164053031484,0.4646361701461788,0.12689237982130303,0.0
0.22494580370033415,0.1860566736776488,0.46403272778924676,0.12496479483277026,0.0
0.2344602685181904,0.18325758283901972,0.45449509276121686,0.1277870558815731,0.0
0.22743832437363443,0.1771271844389223,0.4647971281465555,0.1306373630408878,0.0
0.2250952281858676,0.18325647880274404,0.4620134233837824,0.12963486962760595,0.0
0.2250513727493465,0.1772019049939369,0.46982674683917675,0.1279199754175399,0.0
0.2231554730731213,0.17234993914933597,0.4747807098012915,0.1297138779762512,0.0
0.22999001377402697,0.16077490356584936,0.4753200105265452,0.13391507213357845,0.0
0.2242498712581304,0.1605501862066025,0.48013809255952145,0.13506184997574566,0.0
0.2168456912483733,0.16322377144989794,0.4805244768349976,0.13940606046673115,0.0
0.22628587866182417,0.16089862423233145,0.4770004743343746,0.1358150227714698,0.0
